Cúcuta, Colombia,                    -72.50,   7.89,      320,   21.3, 30.3, 21.8, 30.8, 22.3, 31.1, 22.7, 31.5, 23.4, 32.8, 23.9, 32.9, 23.6, 33.0, 23.7, 33.9, 23.3, 34.0, 22.7, 32.7, 22.4, 31.2, 21.7, 30.1,201.5, 169.5, 151.9, 144.0, 179.8, 180.0, 204.6, 217.0, 201.0, 195.3, 189.0, 195.3
Medellín, Colombia,                  -75.58,   6.24,     1495,    17,   28,   18,   28,   18,   28,   18,   28,   18,   28,   17,   28,   17,   28,   17,   29,   17,   28,   17,   27,   17,   27,   17,   27,   171,   153,   149,   123,   140,   165,   198,   186,   147,   133,   135,   152
Popayán, Colombia,                   -76.61,   2.44,     1760,   13.2, 24.1, 13.3, 24.3, 13.5, 24.6, 13.7, 24.4, 13.8, 24.3, 12.8, 24.6, 11.9, 24.9, 12.0, 25.1, 12.4, 24.8, 13.4, 24.1, 13.6, 23.8, 13.7, 23.9,160.6, 125.9, 125.9, 106.8, 113.0, 147.6, 172.8, 162.3, 129.2, 108.9, 121.4, 140.4
Santa Marta, Colombia,               -74.21,  11.24,        6,    19,   29,   20,   30,   19,   30,   20,   30,   21,   29,   21,   29,   20,   29,   19,   27,   18,   28,   19,   28,   19,   28,   18,   29,   270,   218,   208,   180,   195,   207,   205,   171,   156,   202,   246,   282
Valledupar, Colombia,                -73.24,  10.47,      168,   23.8, 36.4, 24.3, 36.5, 24.3, 36.6, 24.2, 36.5, 24.2, 35.5, 24.2, 35.4, 24.2, 35.7, 24.0, 35.5, 23.7, 34.6, 23.6, 33.8, 23.6, 34.1, 23.5, 35.1,269.7, 234.5, 238.7, 201.0, 189.1, 186.0, 207.7, 210.8, 180.0, 179.8, 201.0, 244.9
San José, Costa Rica,                -84.09,   9.93,     1172,    19,   28,   19,   29,   19,   30,   19,   30,   19,   29,   19,   28,   19,   28,   19,   28,   18,   28,   19,   27,   18,   27,   18,   28,   217,   220,   248,   210,   161,   120,   124,   136,   150,   136,   135,   183
Havana, Cuba,                        -82.37,  23.11,       59,    19,   26,   19,   26,   20,   28,   21,   29,   22,   30,   23,   31,   24,   31,   24,   32,   24,   31,   23,   29,   21,   28,   20,   27,   217,   203,   273,   273,   260,   237,   273,   260,   225,   195,   219,   195
Roseau, Dominica,                    -61.38,  15.31,       43,    22,   28,   22,   28,   22,   28,   23,   29,   24,   30,   25,   30,   25,   30,   24,   31,   24,   30,   23,   29,   23,   30,   22,   29,   199,   201,   227,   245,   243,   228,   231,   240,   212,   220,   194,   190
Santiago, Dominican Republic,        -70.69,  19.48,      175,   18.5, 28.9, 18.7, 29.4, 19.3, 30.4, 20.2, 31.1, 21.4, 31.9, 22.4, 32.9, 22.4, 33.1, 22.4, 33.2, 22.0, 33.1, 21.6, 32.4, 20.5, 30.5, 19.0, 28.9,224.1, 202.2, 245.2, 236.9, 242.7, 245.9, 255.1, 262.8, 234.5, 235.4, 212.2, 205.1
Santo Domingo, Dominican Republic,   -69.93,  18.49,       14,    20,   29,   20,   29,   20,   30,   21,   30,   22,   30,   23,   31,   23,   31,   23,   32,   23,   31,   22,   31,   21,   31,   20,   30,   230,   231,   258,   253,   244,   235,   230,   238,   223,   208,   219,   206
Guayaquil, Ecuador,                  -79.92,  -2.17,        4,    22,   31,   22,   30,   23,   31,   22,   31,   22,   30,   21,   29,   20,   28,   20,   29,   20,   30,   20,   30,   21,   30,   22,   30,   102,   102,   140,   150,   167,   123,   127,   133,   144,   136,   120,   136
Manta, Ecuador,                      -80.71,  -0.97,        6,    22,   30,   22,   30,   22,   31,   22,   31,   22,   31,   21,   29,   21,   29,   20,   29,   20,   29,   20,   29,   21,   29,   21,   29,   124,   113,   155,   150,   124,    90,    93,    93,    90,    93,    90,    93
Quito, Ecuador,                      -78.47,  -0.18,     2850,    10,   21,   10,   21,   10,   21,   10,   21,   10,   21,   10,   21,    9,   22,   10,   22,    9,   22,   10,   22,   10,   21,   10,   21,   197,   140,   122,   136,   164,   189,   249,   256,   196,   177,   197,   215
San Salvador, El Salvador,           -89.22,  13.69,      658,    16,   30,   17,   30,   18,   32,   19,   32,   20,   31,   20,   30,   19,   30,   19,   30,   19,   29,   19,   29,   18,   29,   17,   30,   301,   277,   294,   243,   220,   174,   239,   257,   180,   211,   267,   294
Pointe-à-Pitre, Guadeloupe,          -61.53,  16.24,        2,    21,   29,   21,   29,   21,   30,   22,   30,   24,   31,   24,   31,   24,   32,   24,   32,   24,   32,   23,   31,   22,   31,   21,   30,   192,   183,   218,   211,   213,   207,   198,   222,   201,   182,   181,   189
Cayenne, French Guiana,              -52.31,   4.92,       10,    23,   29,   23,   29,   24,   30,   24,   30,   24,   30,   23,   30,   22,   31,   22,   32,   22,   32,   22,   32,   23,   32,   23,   30,    94,    90,   119,   118,   119,   149,   197,   230,   255,   251,   217,   138
Guatemala City, Guatemala,           -90.51,  14.63,     1500,    13,   24,   14,   26,   15,   27,   16,   28,   17,   27,   17,   26,   16,   25,   17,   26,   16,   25,   16,   25,   15,   24,   14,   24,   248,   236,   246,   238,   184,   155,   183,   192,   159,   178,   212,   209
Georgetown, Guyana,                  -58.16,   6.80,        2,    24,   29,   24,   29,   24,   29,   24,   30,   24,   29,   24,   29,   24,   30,   24,   30,   24,   31,   24,   31,   24,   30,   24,   29,   201,   209,   220,   198,   179,   157,   202,   234,   230,   235,   211,   187
Port-au-Prince, Haiti,               -72.31,  18.59,       41,    23,   31,   22,   31,   22,   32,   23,   32,   23,   33,   24,   35,   25,   35,   24,   35,   24,   34,   24,   33,   23,   32,   22,   31,   279,   254,   279,   273,   251,   237,   279,   282,   246,   251,   240,   245
Tegucigalpa, Honduras,               -87.19,  14.07,      990,    14,   26,   15,   27,   16,   30,   17,   30,   18,   30,   18,   29,   18,   28,   18,   29,   18,   29,   18,   27,   16,   26,   15,   25,   221,   229,   269,   243,   216,   172,   193,   205,   183,   200,   199,   212
Kingston, Jamaica,                   -76.81,  18.02,        9,    21,   30,   21,   30,   22,   31,   23,   31,   24,   32,   24,   32,   24,   33,   24,   33,   24,   32,   23,   32,   23,   31,   22,   31,   257,   240,   260,   258,   254,   237,   260,   257,   213,   223,   222,   236
Durango City, Mexico,               -104.65,  24.03,     1890,    1.3, 20.5,  2.4, 22.1,  5.3, 24.5,  8.2, 27.2, 11.1, 30.0, 14.0, 30.4, 14.0, 28.0, 13.7, 27.6, 12.2, 26.7,  9.1, 25.6,  5.0, 23.0,  2.1, 20.5,227.5, 240.6, 292.1, 278.4, 298.2, 257.5, 228.5, 226.3, 210.7, 259.5, 252.7, 226.1
Guadalajara, Mexico,                -103.35,  20.66,     1566,    10,   25,   10,   27,   12,   29,   14,   31,   16,   33,   17,   31,   17,   28,   16,   27,   17,   27,   15,   27,   12,   26,   10,   25,   205,   226,   264,   261,   279,   213,   195,   211,   186,   220,   225,   189
Hermosillo, Mexico,                 -110.96,  29.07,      210,    10,   24,   11,   26,   13,   29,   16,   32,   19,   36,   24,   40,   26,   39,   26,   38,   25,   38,   20,   34,   14,   29,   10,   24,   180,   178,   228,   232,   298,   284,   269,   280,   240,   257,   221,   197
Heroica Veracruz, Mexico,            -96.13,  19.17,       10,   18.4, 24.7, 18.8, 25.0, 20.7, 27.4, 22.5, 29.2, 24.6, 31.1, 24.8, 31.4, 23.8, 31.2, 23.9, 31.2, 23.6, 30.8, 22.7, 29.7, 20.7, 27.7, 19.3, 25.9,  162,   165,   192,   205,   203,   207,   187,   177,   162,   170,   179,   161
La Paz, Mexico,                     -110.31,  24.14,       27,    11,   24,   11,   25,   12,   27,   14,   30,   16,   33,   19,   36,   23,   37,   24,   36,   24,   35,   20,   33,   16,   28,   13,   24,   200,   234,   271,   292,   332,   322,   287,   258,   257,   272,   233,   190
Matamoros, Mexico,                   -97.50,  25.87,        8,   10.9, 21.5, 12.6, 23.3, 15.3, 26.1, 18.8, 28.8, 22.4, 31.4, 24.3, 33.5, 24.6, 34.3, 24.6, 34.7, 22.8, 32.6, 19.4, 29.8, 15.3, 26.2, 11.5, 22.2,130.2, 152.6, 207.7, 234.0, 266.6, 306.0, 334.8, 306.9, 252.0, 229.4, 165.0, 130.2
Mérida, Mexico,                      -89.59,  20.97,       10,    17,   31,   17,   32,   19,   34,   20,   36,   22,   36,   22,   35,   21,   35,   21,   35,   22,   34,   21,   33,   19,   32,   18,   31,   209,   206,   242,   254,   273,   231,   246,   248,   209,   219,   212,   202
Mexico City, Mexico,                 -99.13,  19.43,     2259,     6,   21,    7,   23,    9,   25,   11,   26,   12,   26,   12,   24,   12,   23,   12,   23,   12,   23,   10,   22,    8,   22,    7,   21,   218,   240,   255,   240,   233,   210,   188,   195,   165,   188,   210,   218
Monclova, Mexico,                   -101.42,  26.91,      620,    5.5, 19.7,  7.4, 22.5, 11.9, 27.4, 16.6, 31.5, 19.9, 34.0, 22.4, 35.8, 22.6, 35.4, 22.3, 34.9, 19.9, 31.7, 15.4, 28.0, 10.1, 24.2,  7.1, 21.3,  220,   196,   212,   222,   274,   274,   274,   231,   221,   221,   272,   172
Monterrey, Mexico,                  -100.32,  25.69,      540,     8,   21,   10,   23,   13,   27,   17,   30,   20,   32,   22,   34,   22,   35,   23,   35,   21,   32,   17,   28,   13,   24,    9,   21,   142,   154,   195,   193,   192,   206,   249,   242,   200,   170,   163,   133
Puebla, Mexico,                      -98.21,  19.04,     2135,    4.9, 23.0,  6.2, 23.9,  8.4, 25.9, 10.5, 27.5, 11.7, 28.0, 12.5, 26.4, 11.6, 25.3, 11.5, 25.3, 11.5, 24.8,  9.8, 24.8,  7.2, 24.4,  5.4, 23.6,  263,   280,   285,   266,   245,   200,   212,   202,   183,   228,   259,   253
Saltillo, Mexico,                   -100.97,  25.44,     1600,    4.5, 19.7,  5.7, 21.4,  8.7, 24.7, 12.1, 27.9, 14.8, 29.9, 16.1, 30.3, 16.2, 29.7, 15.9, 29.2, 14.0, 26.6, 11.2, 24.9,  7.8, 22.6,  5.5, 20.1,221.1, 221.2, 267.1, 268.6, 287.0, 273.7, 250.7, 252.0, 215.5, 243.6, 240.5, 216.2
San Luis Potosí City, Mexico,       -100.99,  22.16,     1864,    5.5, 20.6,  6.8, 22.5,  9.3, 25.4, 11.9, 27.7, 13.7, 28.4, 14.1, 26.7, 13.4, 24.8, 13.4, 25.0, 12.9, 23.8, 10.8, 23.2,  8.2, 22.4,  6.4, 20.7,215.7, 229.0, 268.8, 258.6, 284.2, 260.3, 244.4, 251.6, 193.5, 219.8, 227.3, 218.5
Tampico, Mexico,                     -97.86,  22.23,       10,   14.7, 22.9, 15.9, 24.3, 18.8, 26.8, 21.7, 29.3, 24.2, 31.2, 25.1, 32.0, 24.9, 32.0, 25.0, 32.4, 24.2, 31.6, 22.0, 29.9, 18.8, 27.0, 15.8, 24.1,  127,   142,   181,   194,   227,   236,   224,   236,   190,   200,   163,   121
Tijuana, Mexico,                    -117.04,  32.51,       20,     7,   20,    8,   21,    9,   21,   10,   22,   12,   24,   14,   25,   17,   28,   18,   28,   16,   28,   13,   26,   10,   24,    7,   21,   217,   226,   248,   240,   248,   240,   310,   279,   270,   248,   240,   248
Torreón, Mexico,                    -103.41,  25.54,     1120,     7,   22,    9,   25,   12,   26,   16,   33,   19,   35,   21,   35,   21,   34,   20,   34,   19,   32,   15,   30,   10,   26,    7,   23,   193,   209,   228,   232,   262,   280,   254,   263,   224,   231,   219,   183
Villahermosa, Mexico,                -92.95,  17.99,       20,   19.3, 27.9, 19.7, 29.2, 21.3, 31.9, 23.1, 33.9, 24.2, 35.1, 24.2, 34.4, 23.8, 33.9, 23.8, 34.0, 23.8, 33.0, 23.0, 31.2, 21.5, 29.8, 19.9, 28.3,  168,   185,   252,   215,   278,   217,   252,   245,   167,   150,   170,   144
Zacatecas City, Mexico,             -102.58,  22.77,     2440,     5,   18,    6,   19,    7,   22,   10,   25,   12,   27,   13,   26,   12,   24,   12,   24,   12,   23,   10,   22,    7,   21,    6,   18,   205,   209,   241,   248,   269,   242,   203,   228,   175,   213,   228,   215
Managua, Nicaragua,                  -86.24,  12.12,       97,    20,   31,   21,   32,   22,   34,   23,   34,   23,   34,   23,   31,   23,   31,   22,   31,   22,   30,   22,   31,   21,   31,   20,   31,   264,   254,   291,   276,   229,   186,   152,   195,   210,   223,   231,   248
Panama City, Panama,                 -79.52,   8.98,        2,    19,   33,   18,   34,   18,   35,   20,   35,   21,   35,   21,   34,   21,   34,   21,   34,   21,   33,   21,   33,   20,   33,   19,   33,   229,   245,   184,   173,   109,   116,   106,   118,    99,   104,   140,   121
Asunción, Paraguay,                  -57.58, -25.26,       43,    23,   34,   22,   33,   21,   32,   19,   28,   16,   25,   14,   23,   13,   23,   14,   25,   16,   26,   19,   29,   20,   31,   22,   32,   276,   246,   254,   228,   205,   165,   195,   223,   204,   242,   270,   295
Arequipa, Peru,                      -71.54, -16.41,     2335,     9,   22,    9,   21,    8,   24,    7,   25,    6,   22,    5,   22,    5,   22,    5,   22,    6,   23,    6,   23,    7,   23,    8,   23,   223,   189,   245,   294,   288,   291,   291,   310,   297,   304,   309,   291
Cusco, Peru,                         -71.97, -13.53,     3399,     7,   19,    7,   19,    6,   19,    5,   20,    3,   20,    1,   19,    0,   19,    2,   20,    4,   20,    6,   21,    6,   21,    7,   21,   143,   121,   170,   210,   239,   228,   257,   236,   195,   198,   195,   158
Iquitos, Peru,                       -73.25,  -3.74,      104,    22,   32,   22,   32,   22,   32,   22,   31,   22,   31,   21,   30,   21,   31,   21,   32,   21,   32,   22,   32,   22,   32,   23,   32,   167,   150,   152,   159,   174,   189,   214,   226,   213,   198,   180,   158
Lima, Peru,                          -76.27, -12.27,      512,    20,   23,   20,   23,   20,   23,   18,   21,   17,   20,   16,   18,   15,   17,   15,   17,   15,   17,   16,   18,   17,   20,   18,   21,   179,   169,   139,   184,   116,    51,    29,    32,    37,    65,    89,   139
Pucallpa, Peru,                      -74.58,  -8.39,      154,    22,   31,   22,   31,   22,   31,   22,   31,   22,   30,   21,   30,   20,   30,   20,   32,   21,   32,   22,   32,   22,   32,   22,   32,   112,    78,    86,    89,   108,   109,   162,   175,   140,   131,   109,   105
Tacna, Peru,                         -70.25, -18.01,      552,    16,   27,   17,   28,   16,   27,   13,   25,   11,   23,   10,   20,    9,   19,    9,   20,   10,   21,   12,   22,   13,   24,   15,   26,   217,   198,   229,   222,   177,   162,   174,   189,   147,   233,   243,   248
Castries, Saint Lucia,               -60.99,  14.01,        2,    23,   30,   23,   30,   24,   30,   25,   31,   25,   31,   25,   31,   25,   32,   24,   32,   24,   32,   23,   31,   23,   30,   23,   30,   256,   238,   270,   268,   263,   246,   233,   224,   215,   209,   231,   257
Paramaribo, Suriname,                -55.20,   5.85,        3,    22,   30,   22,   30,   22,   30,   22,   31,   23,   30,   22,   31,   22,   31,   23,   32,   23,   33,   23,   33,   23,   32,   22,   30,   175,   175,   215,   190,   185,   175,   240,   265,   270,   275,   230,   175
Port of Spain, Trinidad & Tobago,    -61.50,  10.65,        3,    17,   28,   19,   29,   21,   30,   22,   31,   23,   33,   23,   32,   23,   31,   23,   32,   23,   32,   23,   32,   22,   32,   21,   31,   241,   231,   248,   238,   233,   184,   206,   213,   197,   207,   198,   215
Montevideo, Uruguay,                 -56.16, -34.90,       43,    18,   28,   18,   28,   16,   26,   13,   22,   10,   19,    8,   15,    7,   15,    8,   16,    9,   18,   12,   21,   14,   24,   16,   27,   295,   231,   223,   180,   164,   130,   140,   164,   182,   239,   249,   285
Caracas, Venezuela,                  -66.90,  10.48,      900,    16,   23,   16,   24,   16,   24,   18,   25,   18,   26,   18,   26,   18,   26,   18,   26,   18,   26,   18,   25,   18,   25,   17,   24,   229,   218,   236,   183,   183,   183,   211,   217,   213,   211,   210,   214
Brooks, Canada,                     -111.90,  50.57,      760,  -16.2, -4.0,-13.1,  0.0, -8.3,  4.4, -1.4, 13.2,  3.9, 18.5,  8.9, 22.4, 11.7, 27.5, 10.3, 26.2,  5.0, 20.5, -1.6, 13.2, -8.2,  4.0,-13.4, -1.2, 91.6, 114.9, 158.3, 215.1, 266.3, 290.2, 338.8, 302.1, 200.9, 169.7, 105.8,  75.1
Calgary, Canada,                    -114.07,  51.05,     1045,   -15,   -3,  -12,    0,   -8,    4,   -2,   11,    3,   16,    7,   20,    9,   23,    9,   23,    4,   18,   -1,   12,   -9,    3,  -13,   -1,   117,   141,   178,   219,   254,   280,   315,   282,   208,   181,   124,   107
Churchill, Canada,                   -94.17,  58.77,        0,   -30,  -22,  -29,  -20,  -24,  -14,  -14,   -5,   -5,    3,    2,   12,    7,   18,    8,   17,    3,   10,   -4,    2,  -16,   -9,  -26,  -18,    80,   118,   178,   198,   197,   243,   282,   226,   112,    58,    55,    53
Cold Lake, Canada,                  -110.17,  54.46,      540,  -20.1,-10.0,-17.5, -6.2,-10.5,  0.8, -1.9, 10.1,  3.9, 16.8,  8.8, 21.0, 11.4, 23.3,  9.9, 22.4,  4.5, 16.5, -1.5,  8.8,-10.3, -2.2,-18.4, -9.4, 87.1, 118.2, 172.3, 221.6, 260.0, 265.2, 283.0, 279.9, 176.9, 140.9,  82.2,  68.3
Edmonton, Canada,                   -113.49,  53.54,      645,   -16,   -7,  -13,   -4,   -7,    2,    0,   11,    6,   18,   10,   21,   12,   23,   11,   22,    6,   17,    0,   11,   -8,    0,  -14,   -5,    95,   121,   173,   238,   278,   280,   306,   279,   184,   167,   101,    79
Fort McMurray, Canada,              -111.38,  56.73,      260,  -22.5,-12.2,-19.5, -7.1,-12.9,  0.6, -3.5, 10.0,  2.8, 16.9,  7.7, 21.5, 10.5, 23.7,  8.6, 22.2,  3.2, 15.8, -2.8,  7.4,-12.9, -4.3,-20.0,-10.1, 77.7, 113.8, 176.0, 217.3, 276.5, 264.5, 285.5, 265.8, 165.2, 118.4,  63.2,  65.2
Grande Prairie, Canada,             -118.79,  55.17,      650,  -19.0, -8.0,-16.4, -4.8,-10.3,  0.6, -2.0, 10.1,  3.6, 16.8,  8.1, 20.5,  9.8, 22.6,  8.3, 21.7,  3.8, 16.6, -2.1,  9.4,-11.4, -1.8,-16.7, -6.0, 77.8, 106.2, 172.1, 231.0, 276.0, 295.2, 307.7, 272.4, 172.5, 134.5,  78.9,  73.5
Halifax, Canada,                     -63.58,  44.65,       20,   -10,   -1,  -10,   -1,   -6,    2,    0,    8,    5,   15,   10,   19,   14,   23,   14,   23,   10,   18,    4,   13,    0,    7,   -7,    1,   109,   127,   143,   157,   193,   221,   235,   227,   180,   158,   107,   105
Iqaluit, Canada,                     -68.52,  63.75,       34,   -31,  -23,  -32,  -23,  -28,  -18,  -19,   -9,   -8,   -1,    1,    7,    4,   12,    4,   11,    0,    5,   -6,   -1,  -16,   -8,  -26,  -17,    32,    94,   172,   217,   181,   200,   237,   157,    88,    51,    36,    13
Lethbridge, Canada,                 -112.85,  49.70,      910,  -12.1,  0.1,-10.6,  2.3, -6.5,  6.4, -1.1, 13.1,  3.9, 18.3,  8.3, 22.0, 10.3, 26.1,  9.5, 26.0,  4.9, 20.2, -0.6, 13.7, -7.2,  4.8,-11.4,  0.6,110.2, 147.0, 186.1, 233.4, 277.0, 290.3, 322.1, 297.5, 228.5, 189.7, 119.1, 106.5
Lloydminster, Canada,               -110.01,  53.28,      645,  -18.9, -9.6,-16.6, -6.9,-10.3, -1.0, -2.0,  9.9,  3.5, 16.7,  8.5, 20.7, 10.8, 23.1,  9.3, 22.4,  4.0, 16.5, -2.3,  9.1,-11.0, -2.6,-17.0, -7.9,   96,    63,    70,   116,   205,   187,   246,   263,   226,   188,   116,   107
Medicine Hat, Canada,               -110.70,  50.03,      690,  -14.1, -2.8,-11.3,  0.3, -6.0,  6.1,  0.0, 13.9,  5.4, 19.3,  9.9, 23.4, 12.4, 27.5, 11.6, 27.0,  5.9, 20.5,  0.0, 13.8, -7.5,  4.0,-12.6, -1.4,110.0, 138.1, 174.2, 240.3, 282.8, 303.4, 353.5, 323.9, 221.4, 181.5, 114.6,  98.6
Montreal, Canada,                    -73.56,  45.50,      119,   -17,   -7,  -15,   -4,   -8,    1,    0,   10,    6,   18,   10,   23,   13,   25,   12,   24,    7,   19,    1,   12,   -3,    4,  -12,   -3,    83,   113,   135,   158,   203,   233,   248,   233,   165,   128,    75,    68
Ottawa, Canada,                      -75.70,  45.42,       75,   -16,   -7,  -14,   -5,   -7,    2,    1,   11,    7,   18,   12,   23,   15,   26,   14,   24,    9,   19,    3,   13,   -2,    4,  -11,   -4,    90,   120,   135,   165,   225,   248,   270,   248,   173,   135,    75,    75
Penticton, Canada,                  -119.59,  49.50,      344,   -3.0,  1.8, -2.8,  4.7, -0.5, 10.4,  2.5, 15.7,  6.9, 20.8, 10.7, 24.7, 13.3, 28.7, 12.7, 28.0,  8.0, 22.2,  3.2, 14.3, -0.2,  6.5, -3.5,  1.4, 35.0,  81.4, 144.3, 189.7, 234.3, 237.3, 287.9, 279.7, 212.3, 135.0,  53.0,  33.7
Prince George, Canada,              -122.75,  53.92,      575,  -11.7, -4.0, -9.6, -0.4, -5.6,  5.2, -1.1, 11.2,  3.4, 16.7,  7.3, 20.2,  9.1, 22.4,  8.0, 22.0,  4.0, 16.7, -0.5,  9.4, -5.9,  1.0,-10.9, -3.5, 49.0,  84.0, 153.5, 204.6, 247.5, 251.0, 286.2, 261.8, 177.7, 108.0,  51.2,  43.6
Quebec City, Canada,                 -71.21,  46.81,       98,   -18,   -8,  -16,   -6,   -9,    0,   -1,    8,    5,   17,   11,   22,   13,   25,   12,   23,    7,   18,    2,   11,   -4,    3,  -13,   -5,   100,   124,   149,   169,   216,   232,   252,   225,   156,   120,    82,    81
Regina, Canada,                     -104.62,  50.45,      577,   -20,   -9,  -17,   -6,  -10,    0,   -2,   12,    4,   19,   10,   23,   12,   26,   11,   26,    5,   19,   -2,   11,  -11,    0,  -18,   -7,    96,   134,   155,   237,   262,   278,   325,   287,   198,   163,    98,    85
Roberval, Canada,                    -72.22,  48.52,      179,   -22,   -11, -19,   -8,  -12,   -1,   -3,    7,    4,   16,   10,   22,   13,   24,   12,   23,    7,   17,    1,   10,   -6,    1,  -15,   -6,    97,   124,   165,   167,   217,   245,   251,   233,   154,   106,    72,    76
Saint John, Canada,                  -66.06,  45.27,       40,   -14,   -3,  -13,   -2,   -7,    2,   -1,    8,    4,   15,    8,   20,   12,   22,   12,   22,    8,   18,    3,   12,   -2,    6,  -10,    0,   123,   130,   148,   161,   202,   211,   223,   222,   178,   147,   106,   101
Saskatoon, Canada,                  -106.67,  52.13,      482,   -19,   -9,  -16,   -7,  -10,    0,   -1,   12,    5,   19,   10,   23,   12,   26,   11,   25,    6,   18,   -1,   10,  -10,   -1,  -17,   -8,   106,   131,   173,   222,   263,   267,   309,   270,   193,   157,    91,    87
Toronto, Canada,                     -79.38,  43.65,      173,    -8,   -1,   -7,   -1,   -3,    4,    3,   10,    8,   16,   13,   22,   16,   25,   16,   24,   13,   20,    7,   13,    2,    7,   -5,    1,    75,   112,   135,   170,   213,   257,   278,   250,   198,   149,    85,    72
Val-d'Or, Canada,                    -77.80,  48.10,      306,  -23.9,-10.9,-21.4, -7.9,-14.7, -1.5, -4.5,  7.2,  2.5, 15.9,  7.9, 21.1, 11.3, 23.7,  9.8, 21.9,  5.0, 16.0, -0.2,  8.9, -8.3,  0.2,-18.0, -7.0, 86.5, 124.4, 162.3, 177.8, 220.7, 243.0, 255.9, 227.2, 139.9,  99.0,  53.7,  62.9
Vancouver, Canada,                  -123.12,  49.28,       63,     0,    6,    1,    8,    3,   10,    5,   13,    8,   16,   11,   19,   13,   22,   13,   22,   10,   18,    6,   14,    3,    9,    1,    6,  60.2,  91.0, 134.8, 185.0, 222.5, 226.9, 289.8, 277.1, 212.8, 120.7,  60.4,  56.5
Victoria, Canada,                   -123.37,  48.43,       23,    1.5,  7.6,  1.3,  8.8,  2.6, 10.8,  4.3, 13.6,  7.2, 16.9,  9.8, 19.9, 11.3, 22.4, 11.1, 22.4,  8.6, 19.6,  5.7, 14.2,  3.0,  9.7,  1.1,  7.0, 70.8,  95.5, 145.3, 191.3, 241.5, 251.7, 318.1, 297.5, 228.6, 136.9,  72.8,  58.9
Whitehorse, Canada,                 -135.06,  60.72,      670,   -19,  -11,  -18,   -8,  -12,   -1,   -5,    7,    1,   14,    6,   19,    8,   21,    7,   19,    2,   12,   -3,    4,  -13,   -6,  -17,   -9,    44,   106,   163,   239,   251,   267,   248,   227,   133,    85,    40,    27
Winnipeg, Canada,                    -97.14,  49.90,      239,   -24,  -13,  -21,  -10,  -12,   -2,   -2,   10,    5,   19,   10,   23,   13,   26,   12,   25,    6,   19,    0,   11,   -9,    0,  -19,  -10,   115,   134,   182,   241,   285,   276,   308,   281,   189,   147,    94,   100
Anchorage AK, USA,                  -149.90,  61.22,        4,   -11,   -5,  -10,   -3,   -7,    0,   -1,    7,    4,   13,    8,   17,   11,   18,   10,   18,    5,   13,   -1,    5,   -9,   -2,  -10,   -4,    78,   114,   210,   254,   268,   288,   255,   184,   128,    96,    68,    49
Fairbanks AK, USA,                  -147.72,  64.84,      138,   -28,  -19,  -26,  -14,  -19,   -5,   -6,    5,    3,   15,   10,   21,   11,   22,    8,   19,    2,   13,   -8,    0,  -21,  -12,  -26,  -17,    54,   120,   224,   302,   319,   334,   274,   164,   122,    85,    71,    36
Juneau AK, USA,                     -134.42,  58.30,        4,    -4,    1,   -4,    2,   -2,    4,    1,    9,    5,   14,    8,   17,   10,   18,    9,   17,    7,   13,    3,    8,   -2,    3,   -3,    1,    81,    90,   136,   183,   233,   189,   183,   161,   111,    65,    60,    40
Nome AK, USA,                       -165.41,  64.50,        7,   -18,  -10,  -20,  -11,  -18,   -8,  -12,   -4,   -2,    6,    4,   12,    7,   14,    7,   13,    2,    9,   -5,    1,  -13,   -5,  -18,   -9,    62,   140,   205,   245,   290,   275,   250,   178,   154,   117,    66,    53
Birmingham AL, USA,                  -86.80,  33.52,      196,     1,   12,    3,   15,    7,   19,   10,   24,   15,   28,   20,   31,   22,   33,   22,   33,   18,   30,   12,   24,    6,   19,    2,   13,   150,   160,   219,   248,   283,   281,   264,   261,   224,   232,   166,   154
Mobile AL, USA,                      -88.04,  30.70,        3,     4,   16,    6,   18,   10,   22,   13,   25,   18,   29,   21,   32,   23,   33,   23,   33,   20,   31,   14,   26,    9,   21,    6,   17,   158,   155,   211,   255,   300,   287,   246,   254,   233,   254,   193,   145
Montgomery AL, USA,                  -86.30,  32.37,       76,     4,   14,    5,   17,    9,   21,   13,   25,   17,   29,   21,   32,   23,   33,   23,   33,   19,   31,   13,   26,    8,   19,    5,   16,   153,   166,   219,   251,   267,   262,   262,   252,   226,   228,   171,   153
Fort Smith AR, USA,                  -94.40,  35.39,      141,    -4,    9,   -1,   12,    4,   18,    9,   23,   14,   27,   19,   31,   21,   34,   20,   34,   17,   30,    9,   24,    4,   17,   -2,   11,   174,   173,   215,   236,   275,   304,   328,   295,   233,   221,   163,   156
Little Rock AR, USA,                 -92.29,  34.75,       92,    -1,   11,    2,   13,    6,   18,   11,   23,   16,   27,   21,   32,   23,   34,   22,   34,   18,   30,   12,   24,    6,   17,    1,   11,   180,   188,   244,   276,   325,   346,   351,   323,   271,   251,   176,   166
Flagstaff AZ, USA,                  -111.65,  35.20,     2106,   -12,    6,  -10,    7,   -7,   10,   -4,   14,   -1,   20,    2,   25,    8,   27,    8,   26,    3,   23,   -3,   17,   -8,   11,  -11,    6,   232,   229,   286,   321,   370,   372,   324,   312,   299,   283,   229,   220
Phoenix AZ, USA,                    -112.07,  33.45,      340,     8,   19,    9,   22,   12,   25,   16,   29,   21,   35,   26,   40,   29,   41,   28,   41,   25,   38,   18,   32,   12,   24,    7,   19,   248,   244,   314,   346,   404,   404,   377,   351,   334,   307,   267,   236
